"Rep Date
تاريخ الحادث","
Rep Year
 سنة الحادث
","No of accidents
 عدد الحوادث","No of Injured 
عدد الاصابات"
27/09/2016,2016,8,0
27/09/2016,2016,10,0
27/09/2016,2016,6,0
27/09/2016,2016,9,0
27/09/2016,2016,11,0
27/09/2016,2016,13,0
27/09/2016,2016,21,0
27/09/2016,2016,12,0
27/09/2016,2016,29,0
27/10/2016,2016,1,0
27/10/2016,2016,1,0
27/10/2016,2016,1,0
27/10/2016,2016,1,0
27/10/2016,2016,1,0
27/10/2016,2016,2,0
27/10/2016,2016,4,0
27/10/2016,2016,5,0
27/10/2016,2016,6,0
27/10/2016,2016,3,0
27/10/2016,2016,15,0
27/10/2016,2016,11,0
27/10/2016,2016,24,0
27/10/2016,2016,7,0
27/10/2016,2016,8,0
27/10/2016,2016,10,0
27/10/2016,2016,17,0
27/10/2016,2016,20,0
27/10/2016,2016,30,0
27/10/2016,2016,30,0
27/11/2016,2016,1,0
27/11/2016,2016,1,0
27/11/2016,2016,2,0
27/11/2016,2016,3,0
27/11/2016,2016,4,0
27/11/2016,2016,5,0
27/11/2016,2016,14,0
27/11/2016,2016,7,0
27/11/2016,2016,10,0
27/11/2016,2016,8,0
27/11/2016,2016,12,0
27/11/2016,2016,9,0
27/11/2016,2016,21,0
27/11/2016,2016,11,0
27/11/2016,2016,30,0
27/11/2016,2016,6,0
27/11/2016,2016,30,0
27/11/2016,2016,23,0
27/12/2016,2016,1,0
27/12/2016,2016,1,0
27/12/2016,2016,1,0
27/12/2016,2016,2,0
27/12/2016,2016,3,0
27/12/2016,2016,9,0
27/12/2016,2016,8,0
27/12/2016,2016,7,0
27/12/2016,2016,12,0
27/12/2016,2016,4,0
27/12/2016,2016,5,0
27/12/2016,2016,13,0
27/12/2016,2016,6,0
27/12/2016,2016,18,0
27/12/2016,2016,28,0
27/12/2016,2016,10,0
27/12/2016,2016,17,0
27/12/2016,2016,15,0
28/01/2016,2016,1,0
28/01/2016,2016,1,0
28/01/2016,2016,2,0
28/01/2016,2016,7,0
28/01/2016,2016,4,0
28/01/2016,2016,10,0
28/01/2016,2016,3,0
28/01/2016,2016,6,0
28/01/2016,2016,12,0
28/01/2016,2016,9,0
28/01/2016,2016,13,0
28/01/2016,2016,5,0
28/01/2016,2016,14,0
28/01/2016,2016,8,0
28/01/2016,2016,15,0
28/01/2016,2016,17,0
28/01/2016,2016,30,0
28/01/2016,2016,26,0
28/01/2016,2016,25,0
28/02/2016,2016,1,0
28/02/2016,2016,1,0
28/02/2016,2016,3,0
28/02/2016,2016,5,0
28/02/2016,2016,2,0
28/02/2016,2016,7,0
28/02/2016,2016,6,0
28/02/2016,2016,8,0
28/02/2016,2016,19,0
28/02/2016,2016,4,0
28/02/2016,2016,13,0
28/02/2016,2016,18,0
28/02/2016,2016,10,0
28/02/2016,2016,21,0
28/02/2016,2016,26,0
28/02/2016,2016,14,0
28/02/2016,2016,24,0
28/02/2016,2016,28,0
28/03/2016,2016,1,0
28/03/2016,2016,1,0
28/03/2016,2016,1,0
28/03/2016,2016,1,0
28/03/2016,2016,2,0
28/03/2016,2016,7,0
28/03/2016,2016,6,0
28/03/2016,2016,3,0
28/03/2016,2016,5,0
28/03/2016,2016,4,0
28/03/2016,2016,9,0
28/03/2016,2016,13,0
28/03/2016,2016,16,0
28/03/2016,2016,27,0
28/03/2016,2016,8,0
28/03/2016,2016,30,0
28/03/2016,2016,11,0
28/04/2016,2016,1,0
28/04/2016,2016,1,0
28/04/2016,2016,1,0
28/04/2016,2016,2,0
28/04/2016,2016,3,0
28/04/2016,2016,4,0
28/04/2016,2016,5,0
28/04/2016,2016,16,0
28/04/2016,2016,9,0
28/04/2016,2016,6,0
28/04/2016,2016,7,0
28/04/2016,2016,13,0
28/04/2016,2016,10,0
28/04/2016,2016,8,0
28/04/2016,2016,14,0
28/04/2016,2016,18,0
28/04/2016,2016,30,0
28/04/2016,2016,11,0
28/04/2016,2016,12,0
28/04/2016,2016,27,0
28/04/2016,2016,29,0
28/05/2016,2016,1,0
28/05/2016,2016,1,0
28/05/2016,2016,1,0
28/05/2016,2016,1,0
28/05/2016,2016,1,0
28/05/2016,2016,2,0
28/05/2016,2016,3,0
28/05/2016,2016,5,0
28/05/2016,2016,7,0
28/05/2016,2016,4,0
28/05/2016,2016,6,0
28/05/2016,2016,17,0
28/05/2016,2016,10,0
28/05/2016,2016,22,0
28/05/2016,2016,21,0
28/05/2016,2016,15,0
28/05/2016,2016,9,0
28/05/2016,2016,24,0
28/05/2016,2016,16,0
28/06/2016,2016,1,0
28/06/2016,2016,1,0
28/06/2016,2016,1,0
28/06/2016,2016,4,0
28/06/2016,2016,2,0
28/06/2016,2016,3,0
28/06/2016,2016,7,0
28/06/2016,2016,11,0
28/06/2016,2016,6,0
28/06/2016,2016,5,0
28/06/2016,2016,14,0
28/06/2016,2016,10,0
28/06/2016,2016,9,0
28/06/2016,2016,8,0
28/06/2016,2016,15,0
28/06/2016,2016,30,0
28/06/2016,2016,12,0
28/06/2016,2016,17,0
28/06/2016,2016,20,0
28/07/2016,2016,1,0
28/07/2016,2016,1,0
28/07/2016,2016,3,0
28/07/2016,2016,2,0
28/07/2016,2016,8,0
28/07/2016,2016,9,0
28/07/2016,2016,7,0
28/07/2016,2016,4,0
28/07/2016,2016,11,0
28/07/2016,2016,5,0
28/07/2016,2016,10,0
28/07/2016,2016,21,0
28/07/2016,2016,30,0
28/07/2016,2016,27,0
28/07/2016,2016,17,0
28/08/2016,2016,1,0
28/08/2016,2016,1,0
28/08/2016,2016,2,0
28/08/2016,2016,4,0
28/08/2016,2016,3,0
28/08/2016,2016,6,0
28/08/2016,2016,12,0
28/08/2016,2016,7,0
28/08/2016,2016,5,0
28/08/2016,2016,9,0
28/08/2016,2016,11,0
28/08/2016,2016,18,0
28/08/2016,2016,30,0
28/08/2016,2016,17,0
28/08/2016,2016,30,0
28/08/2016,2016,21,0
28/09/2016,2016,1,0
28/09/2016,2016,1,0
28/09/2016,2016,1,0
28/09/2016,2016,2,0
28/09/2016,2016,3,0
28/09/2016,2016,6,0
28/09/2016,2016,11,0
28/09/2016,2016,4,0
28/09/2016,2016,5,0
28/09/2016,2016,7,0
28/09/2016,2016,13,0
28/09/2016,2016,10,0
28/09/2016,2016,8,0
28/09/2016,2016,14,0
28/09/2016,2016,16,0
28/09/2016,2016,21,0
28/09/2016,2016,30,0
28/09/2016,2016,26,0
28/09/2016,2016,22,0
28/10/2016,2016,1,0
28/10/2016,2016,1,0
28/10/2016,2016,1,0
28/10/2016,2016,2,0
28/10/2016,2016,3,0
28/10/2016,2016,4,0
28/10/2016,2016,6,0
28/10/2016,2016,5,0
28/10/2016,2016,8,0
28/10/2016,2016,12,0
28/10/2016,2016,15,0
28/11/2016,2016,1,0
28/11/2016,2016,1,0
28/11/2016,2016,1,0
28/11/2016,2016,5,0
28/11/2016,2016,2,0
28/11/2016,2016,13,0
28/11/2016,2016,29,0
28/11/2016,2016,4,0
28/11/2016,2016,10,0
28/11/2016,2016,3,0
28/11/2016,2016,8,0
28/11/2016,2016,6,0
28/11/2016,2016,18,0
28/11/2016,2016,22,0
28/11/2016,2016,16,0
28/11/2016,2016,23,0
28/12/2016,2016,1,0
28/12/2016,2016,1,0
28/12/2016,2016,1,0
28/12/2016,2016,2,0
28/12/2016,2016,3,0
28/12/2016,2016,12,0
28/12/2016,2016,4,0
28/12/2016,2016,6,0
28/12/2016,2016,8,0
28/12/2016,2016,5,0
28/12/2016,2016,7,0
28/12/2016,2016,10,0
28/12/2016,2016,11,0
28/12/2016,2016,9,0
28/12/2016,2016,27,0
28/12/2016,2016,17,0
28/12/2016,2016,21,0
29/01/2016,2016,1,0
29/01/2016,2016,2,0
29/01/2016,2016,1,0
29/01/2016,2016,4,0
29/01/2016,2016,6,0
29/01/2016,2016,5,0
29/01/2016,2016,3,0
29/01/2016,2016,13,0
29/01/2016,2016,7,0
29/01/2016,2016,16,0
29/02/2016,2016,1,0
29/02/2016,2016,1,0
29/02/2016,2016,1,0
29/02/2016,2016,2,0
29/02/2016,2016,6,0
29/02/2016,2016,3,0
29/02/2016,2016,14,0
29/02/2016,2016,8,0
29/02/2016,2016,4,0
29/02/2016,2016,5,0
29/02/2016,2016,7,0
29/02/2016,2016,15,0
29/02/2016,2016,9,0
29/02/2016,2016,10,0
29/02/2016,2016,20,0
29/02/2016,2016,11,0
29/02/2016,2016,30,0
29/02/2016,2016,13,0
29/02/2016,2016,30,0
29/02/2016,2016,19,0
29/03/2016,2016,1,0
29/03/2016,2016,1,0
29/03/2016,2016,1,0
29/03/2016,2016,2,0
29/03/2016,2016,3,0
29/03/2016,2016,17,0
29/03/2016,2016,7,0
29/03/2016,2016,10,0
29/03/2016,2016,6,0
29/03/2016,2016,4,0
29/03/2016,2016,5,0
29/03/2016,2016,14,0
29/03/2016,2016,12,0
29/03/2016,2016,25,0
29/03/2016,2016,8,0
29/03/2016,2016,13,0
29/04/2016,2016,1,0
29/04/2016,2016,1,0
29/04/2016,2016,1,0
29/04/2016,2016,1,0
29/04/2016,2016,2,0
29/04/2016,2016,5,0
29/04/2016,2016,3,0
29/04/2016,2016,4,0
29/04/2016,2016,6,0
29/04/2016,2016,7,0
29/04/2016,2016,8,0
29/04/2016,2016,10,0
29/04/2016,2016,22,0
29/04/2016,2016,13,0
29/05/2016,2016,1,0
29/05/2016,2016,1,0
29/05/2016,2016,1,0
29/05/2016,2016,1,0
29/05/2016,2016,2,0
29/05/2016,2016,3,0
29/05/2016,2016,4,0
29/05/2016,2016,16,0
29/05/2016,2016,5,0
29/05/2016,2016,10,0
29/05/2016,2016,6,0
29/05/2016,2016,9,0
29/05/2016,2016,14,0
29/05/2016,2016,8,0
29/05/2016,2016,7,0
29/05/2016,2016,11,0
29/05/2016,2016,15,0
29/05/2016,2016,20,0
29/05/2016,2016,23,0
29/05/2016,2016,30,0
29/05/2016,2016,30,0
29/05/2016,2016,18,0
29/06/2016,2016,1,0
29/06/2016,2016,1,0
29/06/2016,2016,3,0
29/06/2016,2016,4,0
29/06/2016,2016,2,0
29/06/2016,2016,6,0
29/06/2016,2016,10,0
29/06/2016,2016,8,0
29/06/2016,2016,16,0
29/06/2016,2016,5,0
29/06/2016,2016,18,0
29/06/2016,2016,7,0
29/06/2016,2016,17,0
29/06/2016,2016,9,0
29/06/2016,2016,20,0
29/06/2016,2016,30,0
29/06/2016,2016,30,0
29/06/2016,2016,19,0
29/07/2016,2016,1,0
29/07/2016,2016,1,0
29/07/2016,2016,1,0
29/07/2016,2016,1,0
29/07/2016,2016,2,0
29/07/2016,2016,5,0
29/07/2016,2016,3,0
29/07/2016,2016,7,0
29/07/2016,2016,4,0
29/07/2016,2016,15,0
29/07/2016,2016,11,0
29/08/2016,2016,1,0
29/08/2016,2016,1,0
29/08/2016,2016,2,0
29/08/2016,2016,1,0
29/08/2016,2016,3,0
29/08/2016,2016,10,0
29/08/2016,2016,8,0
29/08/2016,2016,4,0
29/08/2016,2016,26,0
29/08/2016,2016,6,0
29/08/2016,2016,5,0
29/08/2016,2016,9,0
29/08/2016,2016,11,0
29/08/2016,2016,7,0
29/08/2016,2016,13,0
29/08/2016,2016,17,0
29/08/2016,2016,18,0
29/08/2016,2016,15,0
29/08/2016,2016,30,0
29/08/2016,2016,30,0
29/08/2016,2016,23,0
29/09/2016,2016,1,0
29/09/2016,2016,1,0
29/09/2016,2016,1,0
29/09/2016,2016,3,0
29/09/2016,2016,2,0
29/09/2016,2016,9,0
29/09/2016,2016,6,0
29/09/2016,2016,28,0
29/09/2016,2016,7,0
29/09/2016,2016,11,0
29/09/2016,2016,4,0
29/09/2016,2016,5,0
29/09/2016,2016,8,0
29/09/2016,2016,18,0
29/09/2016,2016,13,0
29/09/2016,2016,22,0
29/09/2016,2016,17,0
29/09/2016,2016,30,0
29/09/2016,2016,15,0
29/09/2016,2016,29,0
29/10/2016,2016,1,0
29/10/2016,2016,1,0
29/10/2016,2016,1,0
29/10/2016,2016,2,0
29/10/2016,2016,5,0
29/10/2016,2016,3,0
29/10/2016,2016,7,0
29/10/2016,2016,4,0
29/10/2016,2016,6,0
29/10/2016,2016,8,0
29/10/2016,2016,10,0
29/10/2016,2016,15,0
29/10/2016,2016,19,0
29/10/2016,2016,16,0
29/10/2016,2016,26,0
29/11/2016,2016,1,0
29/11/2016,2016,1,0
29/11/2016,2016,1,0
29/11/2016,2016,1,0
29/11/2016,2016,6,0
29/11/2016,2016,4,0
29/11/2016,2016,2,0
29/11/2016,2016,3,0
29/11/2016,2016,5,0
29/11/2016,2016,25,0
29/11/2016,2016,7,0
29/11/2016,2016,20,0
29/11/2016,2016,12,0
29/11/2016,2016,13,0
29/11/2016,2016,14,0
29/11/2016,2016,9,0
29/11/2016,2016,16,0
29/11/2016,2016,26,0
29/11/2016,2016,27,0
29/11/2016,2016,23,0
29/12/2016,2016,1,0
29/12/2016,2016,1,0
29/12/2016,2016,1,0
29/12/2016,2016,2,0
29/12/2016,2016,7,0
29/12/2016,2016,5,0
29/12/2016,2016,9,0
29/12/2016,2016,4,0
29/12/2016,2016,3,0
29/12/2016,2016,8,0
29/12/2016,2016,14,0
29/12/2016,2016,11,0
29/12/2016,2016,6,0
29/12/2016,2016,12,0
29/12/2016,2016,30,0
29/12/2016,2016,29,0
29/12/2016,2016,21,0
30/01/2016,2016,1,0
30/01/2016,2016,1,0
30/01/2016,2016,1,0
30/01/2016,2016,1,0
30/01/2016,2016,3,0
30/01/2016,2016,2,0
30/01/2016,2016,8,0
30/01/2016,2016,6,0
30/01/2016,2016,4,0
30/01/2016,2016,9,0
30/01/2016,2016,5,0
30/01/2016,2016,7,0
30/01/2016,2016,10,0
30/01/2016,2016,21,0
30/01/2016,2016,24,0
30/01/2016,2016,17,0
30/03/2016,2016,1,0
30/03/2016,2016,1,0
30/03/2016,2016,1,0
30/03/2016,2016,2,0
30/03/2016,2016,4,0
30/03/2016,2016,3,0
30/03/2016,2016,5,0
30/03/2016,2016,7,0
30/03/2016,2016,8,0
30/03/2016,2016,6,0
30/03/2016,2016,11,0
30/03/2016,2016,9,0
30/03/2016,2016,19,0
30/03/2016,2016,20,0
30/03/2016,2016,30,0
30/03/2016,2016,12,0
30/03/2016,2016,17,0
30/04/2016,2016,1,0
30/04/2016,2016,1,0
30/04/2016,2016,2,0
30/04/2016,2016,3,0
30/04/2016,2016,4,0
30/04/2016,2016,7,0
30/04/2016,2016,6,0
30/04/2016,2016,9,0
30/04/2016,2016,5,0
30/04/2016,2016,8,0
30/04/2016,2016,12,0
30/04/2016,2016,19,0
30/04/2016,2016,29,0
30/04/2016,2016,15,0
30/04/2016,2016,30,0
30/04/2016,2016,21,0
30/05/2016,2016,1,0
30/05/2016,2016,1,0
30/05/2016,2016,1,0
30/05/2016,2016,2,0
30/05/2016,2016,3,0
30/05/2016,2016,7,0
30/05/2016,2016,16,0
30/05/2016,2016,6,0
30/05/2016,2016,17,0
30/05/2016,2016,4,0
30/05/2016,2016,5,0
30/05/2016,2016,12,0
30/05/2016,2016,20,0
30/05/2016,2016,9,0
30/05/2016,2016,10,0
30/05/2016,2016,21,0
30/05/2016,2016,30,0
30/05/2016,2016,11,0
30/05/2016,2016,23,0
30/06/2016,2016,1,0
30/06/2016,2016,1,0
30/06/2016,2016,1,0
30/06/2016,2016,1,0
30/06/2016,2016,2,0
30/06/2016,2016,5,0
30/06/2016,2016,3,0
30/06/2016,2016,16,0
30/06/2016,2016,10,0
30/06/2016,2016,11,0
30/06/2016,2016,4,0
30/06/2016,2016,6,0
30/06/2016,2016,8,0
30/06/2016,2016,7,0
30/06/2016,2016,12,0
30/06/2016,2016,26,0
30/06/2016,2016,25,0
30/06/2016,2016,23,0
30/06/2016,2016,30,0
30/06/2016,2016,30,0
30/06/2016,2016,13,0
30/07/2016,2016,1,0
30/07/2016,2016,1,0
30/07/2016,2016,1,0
30/07/2016,2016,2,0
30/07/2016,2016,3,0
30/07/2016,2016,5,0
30/07/2016,2016,6,0
30/07/2016,2016,4,0
30/07/2016,2016,9,0
30/07/2016,2016,12,0
30/07/2016,2016,13,0
30/07/2016,2016,30,0
30/07/2016,2016,21,0
30/07/2016,2016,14,0
30/08/2016,2016,1,0
30/08/2016,2016,1,0
30/08/2016,2016,1,0
30/08/2016,2016,2,0
30/08/2016,2016,3,0
30/08/2016,2016,4,0
30/08/2016,2016,5,0
30/08/2016,2016,21,0
30/08/2016,2016,7,0
30/08/2016,2016,14,0
30/08/2016,2016,6,0
30/08/2016,2016,8,0
30/08/2016,2016,9,0
30/08/2016,2016,11,0
30/08/2016,2016,15,0
30/08/2016,2016,17,0
30/08/2016,2016,30,0
30/08/2016,2016,10,0
30/08/2016,2016,13,0
30/08/2016,2016,16,0
30/09/2016,2016,1,0
30/09/2016,2016,1,0
30/09/2016,2016,2,0
30/09/2016,2016,3,0
30/09/2016,2016,5,0
30/09/2016,2016,4,0
30/09/2016,2016,7,0
30/09/2016,2016,6,0
30/09/2016,2016,13,0
30/09/2016,2016,16,0
30/09/2016,2016,10,0
30/10/2016,2016,1,0
30/10/2016,2016,1,0
30/10/2016,2016,2,0
30/10/2016,2016,3,0
30/10/2016,2016,6,0
30/10/2016,2016,25,0
30/10/2016,2016,5,0
30/10/2016,2016,4,0
30/10/2016,2016,9,0
30/10/2016,2016,7,0
30/10/2016,2016,8,0
30/10/2016,2016,11,0
30/10/2016,2016,19,0
30/10/2016,2016,26,0
30/10/2016,2016,10,0
30/10/2016,2016,23,0
30/10/2016,2016,24,0
30/11/2016,2016,1,0
30/11/2016,2016,1,0
30/11/2016,2016,1,0
30/11/2016,2016,2,0
30/11/2016,2016,3,0
30/11/2016,2016,7,0
30/11/2016,2016,18,0
30/11/2016,2016,5,0
30/11/2016,2016,10,0
30/11/2016,2016,4,0
30/11/2016,2016,6,0
30/11/2016,2016,14,0
30/11/2016,2016,9,0
30/11/2016,2016,11,0
30/11/2016,2016,20,0
30/11/2016,2016,12,0
30/11/2016,2016,30,0
30/11/2016,2016,25,0
30/11/2016,2016,8,0
30/11/2016,2016,30,0
30/11/2016,2016,27,0
30/12/2016,2016,1,0
30/12/2016,2016,1,0
30/12/2016,2016,1,0
30/12/2016,2016,1,0
30/12/2016,2016,2,0
30/12/2016,2016,4,0
30/12/2016,2016,3,0
30/12/2016,2016,6,0
30/12/2016,2016,9,0
30/12/2016,2016,7,0
30/12/2016,2016,10,0
30/12/2016,2016,12,0
30/12/2016,2016,17,0
30/12/2016,2016,13,0
31/01/2016,2016,1,0
31/01/2016,2016,1,0
31/01/2016,2016,1,0
31/01/2016,2016,1,0
31/01/2016,2016,2,0
31/01/2016,2016,3,0
31/01/2016,2016,7,0
31/01/2016,2016,13,0
31/01/2016,2016,8,0
31/01/2016,2016,6,0
31/01/2016,2016,5,0
31/01/2016,2016,4,0
31/01/2016,2016,16,0
31/01/2016,2016,12,0
31/01/2016,2016,19,0
31/01/2016,2016,28,0
31/01/2016,2016,10,0
31/01/2016,2016,18,0
31/01/2016,2016,30,0
31/01/2016,2016,20,0
31/03/2016,2016,1,0
31/03/2016,2016,1,0
31/03/2016,2016,1,0
31/03/2016,2016,1,0
31/03/2016,2016,2,0
31/03/2016,2016,8,0
31/03/2016,2016,4,0
31/03/2016,2016,3,0
31/03/2016,2016,7,0
31/03/2016,2016,5,0
31/03/2016,2016,14,0
31/03/2016,2016,6,0
31/03/2016,2016,17,0
31/03/2016,2016,15,0
31/03/2016,2016,24,0
31/03/2016,2016,30,0
31/03/2016,2016,23,0
31/05/2016,2016,1,0
31/05/2016,2016,1,0
31/05/2016,2016,2,0
31/05/2016,2016,3,0
31/05/2016,2016,5,0
31/05/2016,2016,7,0
31/05/2016,2016,8,0
31/05/2016,2016,20,0
31/05/2016,2016,10,0
31/05/2016,2016,4,0
31/05/2016,2016,9,0
31/05/2016,2016,13,0
31/05/2016,2016,6,0
31/05/2016,2016,12,0
31/05/2016,2016,21,0
31/05/2016,2016,26,0
31/05/2016,2016,30,0
31/05/2016,2016,25,0
31/07/2016,2016,1,0
31/07/2016,2016,1,0
31/07/2016,2016,2,0
31/07/2016,2016,3,0
31/07/2016,2016,4,0
31/07/2016,2016,6,0
31/07/2016,2016,10,0
31/07/2016,2016,13,0
31/07/2016,2016,5,0
31/07/2016,2016,7,0
31/07/2016,2016,11,0
31/07/2016,2016,30,0
31/07/2016,2016,14,0
31/07/2016,2016,26,0
31/07/2016,2016,24,0
31/08/2016,2016,1,0
31/08/2016,2016,1,0
31/08/2016,2016,2,0
31/08/2016,2016,7,0
31/08/2016,2016,4,0
31/08/2016,2016,5,0
31/08/2016,2016,3,0
31/08/2016,2016,18,0
31/08/2016,2016,6,0
31/08/2016,2016,11,0
31/08/2016,2016,9,0
31/08/2016,2016,25,0
31/08/2016,2016,8,0
31/08/2016,2016,10,0
31/08/2016,2016,13,0
31/08/2016,2016,14,0
31/08/2016,2016,30,0
31/08/2016,2016,12,0
31/08/2016,2016,22,0
31/08/2016,2016,26,0
31/10/2016,2016,1,0
31/10/2016,2016,1,0
31/10/2016,2016,1,0
31/10/2016,2016,1,0
31/10/2016,2016,2,0
31/10/2016,2016,6,0
31/10/2016,2016,9,0
31/10/2016,2016,4,0
31/10/2016,2016,3,0
31/10/2016,2016,14,0
31/10/2016,2016,7,0
31/10/2016,2016,11,0
31/10/2016,2016,5,0
31/10/2016,2016,15,0
31/10/2016,2016,10,0
31/10/2016,2016,16,0
31/10/2016,2016,12,0
31/10/2016,2016,30,0
31/10/2016,2016,29,0
31/12/2016,2016,1,0
31/12/2016,2016,1,0
31/12/2016,2016,1,0
31/12/2016,2016,1,0
31/12/2016,2016,1,0
31/12/2016,2016,2,0
31/12/2016,2016,3,0
31/12/2016,2016,7,0
31/12/2016,2016,4,0
31/12/2016,2016,5,0
31/12/2016,2016,6,0
31/12/2016,2016,8,0
31/12/2016,2016,10,0
31/12/2016,2016,29,0
31/12/2016,2016,17,0
31/12/2016,2016,18,0
2016-01-01 00:00:00,2016,1,0
2016-01-01 00:00:00,2016,1,0
2016-01-01 00:00:00,2016,1,0
2016-01-01 00:00:00,2016,1,0
2016-01-01 00:00:00,2016,2,0
2016-01-01 00:00:00,2016,3,0
2016-01-01 00:00:00,2016,7,0
2016-01-01 00:00:00,2016,4,0
2016-01-01 00:00:00,2016,5,0
2016-01-01 00:00:00,2016,6,0
2016-01-01 00:00:00,2016,8,0
2016-01-01 00:00:00,2016,11,0
2016-01-02 00:00:00,2016,1,0
2016-01-02 00:00:00,2016,1,0
2016-01-02 00:00:00,2016,1,0
2016-01-02 00:00:00,2016,3,0
2016-01-02 00:00:00,2016,9,0
2016-01-02 00:00:00,2016,4,0
2016-01-02 00:00:00,2016,6,0
2016-01-02 00:00:00,2016,16,0
2016-01-02 00:00:00,2016,2,0
2016-01-02 00:00:00,2016,11,0
2016-01-02 00:00:00,2016,5,0
2016-01-02 00:00:00,2016,12,0
2016-01-02 00:00:00,2016,7,0
2016-01-02 00:00:00,2016,14,0
2016-01-02 00:00:00,2016,10,0
2016-01-02 00:00:00,2016,27,0
2016-01-02 00:00:00,2016,13,0
2016-01-02 00:00:00,2016,8,0
2016-01-02 00:00:00,2016,26,0
2016-01-02 00:00:00,2016,24,0
2016-01-03 00:00:00,2016,1,0
2016-01-03 00:00:00,2016,1,0
2016-01-03 00:00:00,2016,2,0
2016-01-03 00:00:00,2016,4,0
2016-01-03 00:00:00,2016,3,0
2016-01-03 00:00:00,2016,15,0
2016-01-03 00:00:00,2016,6,0
2016-01-03 00:00:00,2016,7,0
2016-01-03 00:00:00,2016,11,0
2016-01-03 00:00:00,2016,5,0
2016-01-03 00:00:00,2016,14,0
2016-01-03 00:00:00,2016,8,0
2016-01-03 00:00:00,2016,9,0
2016-01-03 00:00:00,2016,10,0
2016-01-03 00:00:00,2016,16,0
2016-01-03 00:00:00,2016,28,0
2016-01-03 00:00:00,2016,26,0
2016-01-03 00:00:00,2016,21,0
2016-01-04 00:00:00,2016,1,0
2016-01-04 00:00:00,2016,1,0
2016-01-04 00:00:00,2016,1,0
2016-01-04 00:00:00,2016,1,0
2016-01-04 00:00:00,2016,3,0
2016-01-04 00:00:00,2016,2,0
2016-01-04 00:00:00,2016,7,0
2016-01-04 00:00:00,2016,4,0
2016-01-04 00:00:00,2016,5,0
2016-01-04 00:00:00,2016,6,0
2016-01-04 00:00:00,2016,10,0
2016-01-04 00:00:00,2016,21,0
2016-01-05 00:00:00,2016,1,0
2016-01-05 00:00:00,2016,1,0
2016-01-05 00:00:00,2016,2,0
2016-01-05 00:00:00,2016,3,0
2016-01-05 00:00:00,2016,4,0
2016-01-05 00:00:00,2016,7,0
2016-01-05 00:00:00,2016,11,0
2016-01-05 00:00:00,2016,5,0
2016-01-05 00:00:00,2016,6,0
2016-01-05 00:00:00,2016,12,0
2016-01-05 00:00:00,2016,8,0
2016-01-05 00:00:00,2016,9,0
2016-01-05 00:00:00,2016,14,0
2016-01-05 00:00:00,2016,15,0
2016-01-05 00:00:00,2016,16,0
2016-01-05 00:00:00,2016,30,0
2016-01-05 00:00:00,2016,29,0
2016-01-05 00:00:00,2016,26,0
2016-01-06 00:00:00,2016,1,0
2016-01-06 00:00:00,2016,1,0
2016-01-06 00:00:00,2016,1,0
2016-01-06 00:00:00,2016,1,0
2016-01-06 00:00:00,2016,2,0
2016-01-06 00:00:00,2016,3,0
2016-01-06 00:00:00,2016,5,0
2016-01-06 00:00:00,2016,4,0
2016-01-06 00:00:00,2016,16,0
2016-01-06 00:00:00,2016,19,0
2016-01-06 00:00:00,2016,6,0
2016-01-06 00:00:00,2016,17,0
2016-01-06 00:00:00,2016,11,0
2016-01-06 00:00:00,2016,7,0
2016-01-06 00:00:00,2016,9,0
2016-01-06 00:00:00,2016,21,0
2016-01-06 00:00:00,2016,8,0
2016-01-06 00:00:00,2016,30,0
2016-01-06 00:00:00,2016,10,0
2016-01-06 00:00:00,2016,13,0
2016-01-06 00:00:00,2016,30,0
2016-01-06 00:00:00,2016,28,0
2016-01-07 00:00:00,2016,1,0
2016-01-07 00:00:00,2016,1,0
2016-01-07 00:00:00,2016,1,0
2016-01-07 00:00:00,2016,2,0
2016-01-07 00:00:00,2016,3,0
2016-01-07 00:00:00,2016,5,0
2016-01-07 00:00:00,2016,4,0
2016-01-07 00:00:00,2016,6,0
2016-01-07 00:00:00,2016,8,0
2016-01-07 00:00:00,2016,13,0
2016-01-07 00:00:00,2016,10,0
2016-01-07 00:00:00,2016,9,0
2016-01-07 00:00:00,2016,16,0
2016-01-07 00:00:00,2016,12,0
2016-01-08 00:00:00,2016,1,0
2016-01-08 00:00:00,2016,1,0
2016-01-08 00:00:00,2016,2,0
2016-01-08 00:00:00,2016,8,0
2016-01-08 00:00:00,2016,7,0
2016-01-08 00:00:00,2016,3,0
2016-01-08 00:00:00,2016,6,0
2016-01-08 00:00:00,2016,10,0
2016-01-08 00:00:00,2016,5,0
2016-01-08 00:00:00,2016,4,0
2016-01-08 00:00:00,2016,17,0
2016-01-08 00:00:00,2016,14,0
2016-01-08 00:00:00,2016,9,0
2016-01-08 00:00:00,2016,26,0
2016-01-08 00:00:00,2016,12,0
2016-01-08 00:00:00,2016,15,0
2016-01-09 00:00:00,2016,1,0
2016-01-09 00:00:00,2016,1,0
2016-01-09 00:00:00,2016,1,0
2016-01-09 00:00:00,2016,2,0
2016-01-09 00:00:00,2016,3,0
2016-01-09 00:00:00,2016,6,0
2016-01-09 00:00:00,2016,5,0
2016-01-09 00:00:00,2016,4,0
2016-01-09 00:00:00,2016,16,0
2016-01-09 00:00:00,2016,15,0
2016-01-09 00:00:00,2016,13,0
2016-01-09 00:00:00,2016,8,0
2016-01-09 00:00:00,2016,22,0
